Broker Code,Broker Account,Parent Symbol,Exchange,Transaction Type,Transaction Date,Settlement date,Quantity,Rate,Brokerage per share,Service tax,Set date flag,Filler,Cash Symbol,STT,Filler,Block Id,Expiry date,Strike price,Option type,Series,BANKREF,DESCMEMO,MULTICURRENCYTRANFLAG,SETTLEMENTCASHSYMBOLCODE,EXCHGRATE,EXCHGRATEFLAG
DHAN,B105S29E,NIFTY,NSE,MOB,1/4/2026,1/4/2026,520,438.9187,0,0,F,0,CASH_INR,0,0,0,28/04/2026,22500,PE,OPTIDX,42559103713,,Y,CASH_INR,,N
DHAN,B105S29E,NIFTY,NSE,MCS,1/4/2026,1/4/2026,1235,477.6921,0,0,F,0,CASH_INR,0,0,0,28/04/2026,22500,PE,OPTIDX,42559103713,,Y,CASH_INR,,N
