BROKERCODE,BROKERACID,SYMBOLCODE,EXCHG,TRANTYPE,DATEPUR_ACQUI,SETDATE,QUANTITY,RATE,BROKERAGEPERSHARE,SERVICETAX,SETDATEFLAG,MKTRATE,CASHSYMBOLCODE,TRANEXPENSE,ACCRUEDINTEREST,BLOCKID,TRANSREF,DESCMEMO,CHEQUENO,CHEQUEDTL,MULTICURRENCYTRANFLAG,SETTLEMENTCASHSYMBOLCODE,EXCHGRATE,EXCHGRATEFLAG,TRFEXCHGRATE,CASHFLAG,BANKREF,CASHSETDATE
DIRECT,SSF0001ASAMS,CASH_USD,DIR,CS+,2/25/2026,2/25/2026,100000.00,1.00,0.00,0.00,F,0.00,CASH_USD,0.00,,,,SB advisory Inflow,,,N,CASH_USD,,N,,C,,
DIRECT,SSFSAMST,UPA,DIR,OAL,2/25/2026,2/25/2026,-100000.00,1.00,0.00,0.00,F,0.00,CASH_USD,0.00,,,,SB Advisory UPA,,,N,CASH_USD,,N,,C,50100000661500,
