TranDate,PlanId,TranType,CashFlowValue,NAV,NAV Date,Bank Code,Bank Ac Id ,Ban Ac type,Chq No,Chq Detl,Remarks,NAV/Unit Flag,Face Value
29-02-2025,31500012A,O,52327.53,313.9846,2/17/2026,SBM,50100000661500,C,,,Abhimayu Kucheria Outflow,U,100
