PlanId,TranDate,TranType,CashFlowValue,NAV,NAV Date,Bank Code,Bank Ac Id ,Ban Ac type,Chq No,Chq Detl,Remarks,NAV/Unit Flag,Face Value
SSF000071,09-09-2026,I,5000.00,100.00,08-09-2026,SBM,50100000661500,C,,,Subscription Inflow,N,100
