Broker Code,Broker Account,Parent Symbol,Exchange,Transaction Type,Transaction Date,Settlement date,Quantity,Rate,Brokerage per share,Service tax,Set date flag,Filler,Cash Symbol,STT,Filler,Block Id,Expiry date,Strike price,Option type,Series,BANKREF,DESCMEMO,MULTICURRENCYTRANFLAG,SETTLEMENTCASHSYMBOLCODE,EXCHGRATE,EXCHGRATEFLAG
IBKR,SSF000068,US69608A1088,CBO,CBY,02-04-26,02-04-26,1000,0,0,0,F,0,CASH_USD,0,0,0,02-04-26,140,PE,OPTSTK,,,N,CASH_USD,,N
IBKR,SSF000068,NQM5,CME,FBC,02-04-26,02-04-26,40,23800,0.1125,0,F,0,CASH_USD,0,0,0,18-06-26,0,XX,FUTSTK,,,N,CASH_USD,,N
