BROKERCODE,BROKERACID,SYMBOLCODE,EXCHG,TRANTYPE,DATEPUR_ACQUI,SETDATE,QUANTITY,RATE,BROKERAGEPERSHARE,SERVICETAX,SETDATEFLAG,MKTRATE,CASHSYMBOLCODE,TRANEXPENSE,ACCRUEDINTEREST,BLOCKID,TRANSREF,DESCMEMO,CHEQUENO,CHEQUEDTL,MULTICURRENCYTRANFLAG,SETTLEMENTCASHSYMBOLCODE,EXCHGRATE,EXCHGRATEFLAG,TRFEXCHGRATE,CASHFLAG,BANKREF,CASHSETDATE
DIRECT,SSF0008AINDEQT,CASH_USD,DIR,CS+,31/03/2026,31/03/2026,1030312.867,1,0,0,F,0,CASH_USD,0,,,,Glukrich holding LLC FZ_Inflow,,,N,CASH_USD,,N,,C,,
DIRECT,SSFINDPVTEQT,UPA,DIR,OAL,31/03/2026,31/03/2026,1030312.867,1,0,0,F,0,CASH_USD,0,,,,Glukrich holding LLC FZ_UPA,,,N,CASH_USD,,N,,C,5.01E+13,
